ra,dec,z,z_err,vz,vz_err,r_proj_arcmin,r_proj
125.65468,7.3114617,0.111213,2.005674e-05,43.02389058710603,5.42074054054054,40.80983905534009,4.911006333709559
125.05163,7.9741588,0.1083388,2.598197e-05,-732.5134204864032,7.022154054054054,13.84615423427666,1.6662293387102758
125.26359,7.927037,0.1099483,1.648928e-05,-298.2265572991477,4.456562162162162,3.674090600278745,0.4421355885310855
125.20594,7.4829678,0.1129845,1.91696e-05,521.0227586431615,5.180972972972973,23.191478164564288,2.790834239748339
125.46385,7.530917,0.1087849,7.114031e-06,-612.1435107828701,1.9227110810810808,23.55821276465972,2.834966634914535
125.65612,7.7785131,0.1119518,4.882907e-05,242.3722189640824,13.197045945945945,24.27042429591978,2.920673303255376
126.06311,7.741589,0.1094184,7.33071e-06,-441.20798557061505,1.9812729729729728,48.46813237749392,5.832596025830182
125.53829,7.6438503,0.1108342,2.921982e-05,-59.18664919253847,7.897248648648648,21.36558426838616,2.571108391855317
124.4523132213851,7.419422213196151,0.1131932958126139,4.264691978639687e-06,577.3615461589904,1.1526194536864018,54.87214518009506,6.6032471276902855
124.4652665344159,7.739826289114006,0.109324911736262,1.081282779778167e-05,-466.4336611242625,2.922385891292344,47.69941618258783,5.740089655077541
124.4691149636995,8.262804233571412,0.1116954046599198,7.151075631344027e-06,173.1897846806015,1.9327231436064936,52.53650338591123,6.322178838522097
124.4672473220215,8.265125974511086,0.1115487638750361,3.310081542768513e-05,133.6221136756555,8.946166331806792,52.69845725681233,6.341668170118958
124.7528038548168,7.244359032336238,0.1101521199561266,6.994550614201152e-06,-243.23039115985836,1.89041908491923,47.88263086182549,5.762137486458218
124.9403761840494,7.023223162577644,0.1112391719220238,3.302345669167502e-05,50.0857867780323,8.925258565317572,53.97728423404802,6.495560651204383
125.1045610747774,7.151273925425932,0.1090445226809899,5.224300018211766e-06,-542.090252168788,1.4119729778950716,43.84382314011952,5.2761122836869845
125.5129856587654,7.169575268984243,0.1115255913462527,1.629004664608085e-05,127.36953533613605,4.4027153097515805,44.46892475230869,5.351336250449268
124.6397700182721,7.46535241866871,0.1097508741271938,9.112257933232897e-06,-351.497425899963,2.462772414387269,43.9025104740649,5.283174645984553
124.8066722382214,7.43406502685868,0.1120589320462861,1.266682386543387e-05,271.2793580311346,3.4234659095767217,37.29167834703966,4.487635158487766
124.8079124944737,7.434875979711489,0.112303685474882,2.664580726543362e-05,337.3204880461934,7.201569531198275,37.20482073855703,4.477182819658137
124.8068250201376,7.435780653970047,0.1122848502926875,4.120530132476001e-06,332.2382437511915,1.1136567925610814,37.21361633557244,4.478241271091696
124.8993224829781,7.387260212834191,0.111441410835233,6.366537606995424e-06,104.65534454878188,1.7206858397284928,35.76514234221396,4.303933674682141
124.9203364312422,7.467548761409863,0.110397120881728,8.861865745676932e-06,-177.12247972313605,2.395098850182954,31.20568334269518,3.755253931187889
125.097006964917,7.291738415631047,0.1120021899062977,6.253697609455683e-06,255.96878581237598,1.6901885430961303,35.759242392799834,4.303223681954604
124.9717672287898,7.439131583891782,0.1107047287659392,1.69140287593242e-05,-94.12150853596421,4.571359124141675,30.74067920220687,3.699295899203432
124.943850710759,7.527754069578057,0.1104636506766128,2.757866960546436e-05,-159.17093208162368,7.4536944879633396,27.566645451846767,3.3173365430224697
125.0861421542042,7.549309132505186,0.1107152326328515,2.384814104675519e-05,-91.28727963712635,6.445443526150051,21.56594779150332,2.5952198942245954
124.780047455999,7.838645668636413,0.1086239736952569,5.145553872430895e-06,-655.5658034769963,1.3906902357921336,28.426305325119618,3.4207869652785825
124.9336449136584,7.788900522426569,0.1080716102880946,3.961960721179383e-05,-804.6084697932075,10.708001949133466,19.79968181473337,2.382669597538289
124.9113962547821,7.82276456261647,0.1090364443212433,1.93663406374026e-05,-544.2700132834472,5.234146118216918,20.735566137324287,2.4952927771992264
124.9811669644341,7.721123590536002,0.1117569982677241,3.230332689456664e-05,189.80941483016218,8.730628890423414,18.58779250946436,2.2368323143806585
125.0413684791117,7.697039534298304,0.1087342849252553,1.813832375898627e-05,-625.8008342006174,4.902249664590883,16.36998429390743,1.9699439745667335
