ra,dec,z,z_err,vz,vz_err,r_proj_arcmin,r_proj
114.68695,38.874117,0.1188536,3.172209e-05,145.90148831711866,8.514473472309207,42.03569455435968,5.365401351889073
113.4773,39.994284,0.1189891,1.31591e-05,182.2258543563091,3.5320121678446816,45.50430813269822,5.808132325641194
113.42161,39.971943,0.117548,2.815558e-05,-204.0991928693637,7.557192448778743,46.28204022135901,5.907401407409591
113.305806216258,38.7766288294678,0.1176028898291736,5.877305228313923e-06,-189.38451946175638,1.5775177314969822,54.53804288589049,6.961190772069508
113.0165991111808,39.14840968718888,0.1182510765811612,3.503772962936659e-06,-15.620882259159815,0.9404418796465938,54.18605454336478,6.916263270600623
112.9643638651798,39.34472502362492,0.1185757401397334,8.414688496597395e-06,71.41378889333626,2.258572558807568,54.15661124529934,6.912505152341386
113.2717442922429,39.09661844732439,0.1173666905771244,1.395484910863447e-05,-252.7039887578348,3.7455978639978,44.35701641120377,5.66169295741434
112.9745202319591,39.40381167776633,0.11946546416897,3.066120483434932e-06,309.9278945158766,0.8229723047602037,53.46625602002045,6.8243887812842825
113.0273116820753,39.43171472939033,0.1178979106875509,1.219404088512777e-05,-110.29635969132676,3.272982254216992,50.99677236106229,6.5091859256467295
113.0723265789443,39.57398775800529,0.1189433837191488,1.752349182306952e-06,169.970393695131,0.4703451325866383,49.67724379375986,6.3407623886047695
113.5152230890196,39.46932185853264,0.1201925223618183,6.196506529921095e-06,504.83511170269907,1.6631940225251218,28.50327813309538,3.638134891070073
112.9320216739074,39.63283990811654,0.1188833232030262,1.840382141010127e-05,153.86958061660923,4.939739127700082,56.727973437620506,7.240711699875297
112.9949585429622,39.60553214516541,0.1198360558262408,3.463872554979298e-06,409.27480971716784,0.9297322774391964,53.54440128057844,6.8343631778319445
113.0240598932851,39.58784963281714,0.1189334483950303,4.893095269820832e-05,167.30696675787385,13.133475717511406,52.02203375161407,6.640049443169736
113.0397141934553,39.66534028798558,0.1200760997055998,5.302722871276913e-05,473.6249332544683,14.232950356831656,52.37178878729087,6.684691887196052
113.0139426882867,39.69448705366196,0.1195334629877846,3.672694676908517e-05,328.15678001295515,9.85781876239201,54.00727356831175,6.893443814530945
113.0240973013884,39.68510372712014,0.119687612026369,6.938491894540378e-05,369.4805150840207,18.62349081472769,53.39499876698855,6.8152935643311086
113.1270896167301,39.6852765771558,0.117875663993411,9.156458389644818e-06,-116.26017564040224,2.4576697833886065,48.86298146345492,6.236830616949118
112.9908637338957,39.73472427442354,0.1200042379020032,1.767759028161428e-05,454.3604723092298,4.7448126370978665,55.77108946188471,7.118575819132931
113.2244077635804,39.69937256791477,0.1196566765238007,2.703366165265835e-06,361.18743376374505,0.7256060209177334,44.92159024405007,5.733754695375574
113.2608179336129,39.55959714337975,0.1198124294042338,5.048570413209737e-06,402.94112114758417,1.35507839667435,40.94885508592966,5.226678059339216
113.2669991510544,39.60948259325042,0.1182486653291161,4.038237945036011e-06,-16.267282273174516,1.0838967375063109,41.356124833024296,5.2786616336517405
113.288729131162,39.64335895315036,0.1166669256822463,1.438817606796207e-06,-440.2945140930977,0.3861906433200878,40.98500626391478,5.231292365853956
113.3695831609771,39.63330439697493,0.1177754944444147,9.397499957707538e-07,-143.11327795569713,0.2522367350194383,37.25537980293316,4.7552459232309054
113.5936158600981,39.48492206411929,0.1191353400942543,1.578740867738552e-05,221.42938729578663,4.237472133144544,25.00602037506389,3.1917477978680977
113.5564006570252,39.50808026462408,0.1188361861901037,1.868174272226595e-05,141.23325507128484,5.014335525346501,26.93301202726052,3.4377074215970325
113.5909014243088,39.5611505103065,0.1198478058023313,3.647244064608317e-05,412.4247022076716,9.789507196765635,26.17350207649577,3.3407641984670677
113.4090679973932,39.68366333783294,0.1177984665640959,5.263281932187287e-06,-136.9549924649501,1.412708758751173,36.70426378666282,4.684901929867819
113.3819659486746,39.73252276525089,0.1172035622884992,8.384319183798715e-06,-296.4348497716268,2.2504211820162965,39.12958892563877,4.994468428468293
113.2290159332456,39.89039879060763,0.117105324213829,7.733806684881835e-06,-322.77016920561414,2.075818202974457,50.051008326093,6.388469384964139
113.0458226278121,39.97652992761343,0.1194487647407369,3.635884139658008e-05,305.451170207506,9.759016210945717,59.931888563083696,7.649656781614531
113.22233056006,39.95591140095376,0.1198117774757323,2.388314740368242e-06,402.7663544352598,0.6410435914024091,52.57826710298139,6.711046608960173
113.0803854880229,40.03324553128024,0.1196692685330803,1.452237457933629e-05,364.56305556626137,3.897926432675036,60.58192909174639,7.732627418075865
113.2656741754467,39.81525952589806,0.1180449106478384,2.704411637488971e-05,-70.88912452358035,7.258866343801479,46.23084981384368,5.900867506052704
113.3121589348122,39.82345791089495,0.1202800619884307,2.135385712705883e-06,528.3024286030932,0.5731553313158854,44.652943046017576,5.699464788790569
113.3205475420661,39.84725137173439,0.1197969908638014,1.862109386991414e-05,398.80241123040815,4.998056867651644,45.10824445959176,5.757579085361757
113.3846504492691,39.83897315696408,0.1172387839776317,3.080125651015724e-05,-286.99274254972534,8.26731408521712,42.40031765946481,5.41194154402343
113.5689489486439,39.72316534259762,0.1161771980680609,2.126286714141976e-05,-571.5789799024747,5.707130842288564,31.45117415529796,4.014401905816323
113.5610771341708,39.7689720889575,0.1165464342584306,6.848021091890723e-06,-472.5954335267878,1.8380659636460737,33.37347603666024,4.259762931067431
113.2701059345594,40.00028399498947,0.1200423083797634,1.045007341822868e-05,464.5662728217661,2.8048868439371963,52.54389889970281,6.706659879865106
113.2787425008761,40.01381533413983,0.1170662520478244,3.985452817095423e-06,-333.24449879893626,1.0697287690155024,52.78198362758028,6.737048817989253
113.4593839132677,39.86309439986251,0.1191280778280695,8.672652015045898e-06,219.48254437939642,2.3278121182014577,40.57539333962523,5.1790097103385975
113.4601311267391,39.88143220673182,0.1169742719168677,6.520810009930167e-06,-357.90221057166144,1.7502397807811132,41.2689253792592,5.267531567357479
113.5402574010501,39.89542998308631,0.1189205749355151,9.140401634063464e-06,163.85589476067207,2.453360016300474,39.181386546538135,5.001079834040257
113.1409681501855,40.0803490159802,0.1189093090974958,5.034938318451545e-06,160.8357883108462,1.351419428769315,60.17381070764014,7.680535524435743
113.1695825917043,40.05497194029768,0.1193832107177381,4.315337357710845e-05,287.87767702115747,11.582725304762045,58.18638873994675,7.426862625122836
113.2153867155557,40.0725170708693,0.1173148668457685,5.794826585272378e-05,-266.5967133872694,15.55379775952146,57.30296839664808,7.31410358177953
113.1807338261615,40.11674100477411,0.1182688521765579,3.332795286379037e-05,-10.855662821858257,8.945500455522154,60.27383559185765,7.693302618085382
113.2218993030057,40.12500690337927,0.1183656277334366,5.058596622921839e-05,15.087589958278986,13.577695149651534,59.26206319199839,7.564160824199026
113.6050840450048,39.96422722019204,0.1164311814275955,3.973361386950869e-06,-503.4920092781336,1.0664833283396806,40.391714085968175,5.1555650420314985
113.4899897405073,40.0353989010549,0.1176313321082393,3.967397636676891e-05,-181.7598127770997,10.648826080371007,47.01189172397471,6.00055905070126
113.2879493386101,40.15559368571389,0.1187894836236934,6.068723227597221e-06,128.71339442732182,1.6288959186536336,58.5137561507907,7.468647531196771
114.2135382709128,38.88385796581209,0.1198125238427124,1.237574024171452e-06,402.9664378845959,0.3321751876634478,32.67187984072222,4.170211771794968
114.8562533293246,38.59232267084857,0.1179107490446194,3.009452521219266e-05,-106.85469783525247,8.077621511727475,60.380364823526,7.70689992127422
114.4350379468764,39.0203358968665,0.1187527319229563,2.601027283557993e-05,118.86112704623282,6.9813741170922246,28.135919084542014,3.5912454853725406
114.6554830304382,38.87545941283357,0.1183766191625944,4.39693611940627e-06,18.03413384035698,1.1801743185308051,41.08057275995555,5.243490394517175
114.8412585985807,38.94391815281636,0.11861590372696,8.227128899682489e-06,82.18070287020623,2.208229999020083,43.95684896771148,5.610615915270573
113.9458489178286,39.21271322935954,0.1172419294169238,2.690517913193389e-05,-286.14952418662386,7.221574429256659,15.243839389962435,1.9457110757410256
113.8436971700352,39.36878785882045,0.1193457322433379,2.851926677706013e-05,277.8305786986255,7.654809012362925,13.580163617719595,1.7333608735586037
113.9272436178446,39.38057529374982,0.1199628451275421,1.191504989666122e-05,443.2640421180678,3.1980987465315973,9.654150282668237,1.2322477724492893
114.0362819035363,39.1459517789559,0.1205932781557495,3.049010156155914e-05,612.2683231498112,8.183797502431549,17.231372288512123,2.1993981341768545
114.2038612925081,39.17905369995942,0.1174411395481906,6.750716161797405e-05,-232.74596900691245,18.11948509026771,15.134346885662692,1.9317355428797367
114.2821472816692,39.17096901530577,0.118729484320234,7.048824213060088e-05,112.62899102543383,18.919631957752763,16.807821521433322,2.145336463913753
114.054309367559,39.24523136459964,0.1180768784242967,4.413164044976812e-05,-62.319314829627366,11.845300290713462,11.270181823343115,1.438516704245329
114.2006032723269,39.24164139370883,0.1184629875422482,4.614710853237597e-05,41.187466952950324,12.386268730171594,11.4706917392278,1.4641096243852263
114.2815634257695,39.20867262699023,0.1167916909793734,4.273292402481211e-05,-406.84786965152404,11.469873138985088,14.77951489852878,1.8864450809605264
114.2086873153039,39.33198487586188,0.1162693317362143,3.439329042517119e-06,-546.8801084151125,0.923144594036983,6.693914013933483,0.8544056588227108
114.3351781515973,39.24530129155382,0.117565095462831,1.567881375168108e-05,-199.51630099126191,4.208324349560996,14.425928376051768,1.8413135891219752
113.8097347274737,39.44897089524839,0.1195076332748362,3.596942583651572e-05,321.2324409146163,9.654493827462394,14.805794536613368,1.8897993922714496
113.7451743502013,39.4817469673085,0.1197456180102687,5.891307553962469e-06,385.03055635070746,1.581276072460178,18.05127367267121,2.304049670011336
113.7151064099043,39.54246890897811,0.1186136803314627,5.237504039303318e-06,81.58466278242975,1.4057897573508056,20.377076388127183,2.600913208630815
113.8044154795338,39.49929228527709,0.1164273241187495,1.27580628357146e-06,-504.52606314122096,0.3424370448881078,15.634170126017713,1.9955325686678655
113.9283730301625,39.39862101158393,0.1164201500551692,5.422880579335961e-06,-506.4492610119145,1.4555463664675572,9.364909113356482,1.1953292683707997
113.9353434399261,39.44434019243339,0.1197882778121603,1.067219055289067e-05,396.46664682354657,2.864504935015837,8.9920062530701,1.1477322551201563
113.9851530397337,39.43094903863773,0.117087420526046,3.577258897614175e-06,-327.5697272017875,0.9601661172803548,6.615689267928124,0.8444211168181632
113.9027981989794,39.47877168563911,0.1160353299811182,6.844875836978688e-06,-609.6104804145534,1.8372217510008109,10.91754234638164,1.3935060925145817
