ra,dec,z,z_err,vz,vz_err,r_proj_arcmin,r_proj
228.29005,7.8647542,0.0463464,9.482588e-06,419.9719672596874,2.7243597012066654,129.56754914408145,6.763995664210723
228.71252,8.2182737,0.04650752,1.601106e-05,466.1997047626052,4.599998084658111,108.4947438591117,5.663902589039645
228.14269,7.7617334,0.04544637,7.728888e-06,161.7399005717974,2.2205194407201687,138.0362193166273,7.206097476795231
228.2711,7.6567741,0.04428056,9.679358e-06,-172.7484227789897,2.7808919747174867,130.41249789721925,6.80810570364929
228.62459,7.5963331,0.04480723,9.505312e-06,-21.638923581726967,2.7308883355678986,109.56687951073422,5.719872783327694
228.60864,7.8914277,0.04298272,8.152775e-06,-545.1181276001719,2.342302719785481,110.83315220509525,5.785977784703014
228.88321,7.4747485,0.04572444,8.513494e-06,241.5223420280832,2.4459377513886227,95.02494700700292,4.960719978059271
228.40968,7.0770643,0.04663819,9.380698e-06,503.6908818945987,2.695086573453361,127.92274639832996,6.678129730076448
231.86915,5.9666127,0.04308416,1.508724e-05,-516.0134745943612,4.334583413139245,133.82185383183818,6.986089071489873
231.86297,6.1092497,0.04372691,1.150757e-05,-331.59888745433244,3.306139628423673,127.0082417027655,6.630388564664576
230.18566,7.8057879,0.04304314,1.232357e-05,-527.7827260365775,3.540577475579391,17.57147028842142,0.9173079959436674
229.95228,7.6435061,0.04504822,1.318484e-05,47.504711353901286,3.788021451829152,30.64790005374491,1.5999551156915863
230.41752,7.7539611,0.04438757,1.570902e-05,-142.0456534754418,4.513221605056502,3.953888707613233,0.2064103724407701
230.50428,7.5863719,0.04349685,1.393622e-05,-397.6065419349796,4.003893890059375,7.60510071725302,0.3970196906339727
231.78757,9.0759615,0.04376537,1.425729e-05,-320.5641382961761,4.096137713081785,113.6880058245928,5.935013694016729
230.64636,7.7278131,0.04396179,1.148765e-05,-264.208302891983,3.300416586860755,10.931783473252894,0.5706871551066199
232.56122,7.8498967,0.04404488,2.461495e-05,-240.36853930510597,7.071906722850028,124.98626040522116,6.524832251991745
232.67245,7.8342029,0.04456733,2.269161e-05,-90.46982121672238,6.51932867266807,131.52803800529486,6.866341801376864
232.74641,7.8704158,0.04426838,1.624161e-05,-176.243046927359,4.6662353955181,136.0514921519435,7.102485993632623
231.68938,6.4060811,0.04660523,6.083979e-06,494.23416498734645,1.7479349741428845,106.83969810561824,5.577501924871402
231.53164,6.7710455,0.04257373,8.763633e-06,-662.4634749271288,2.517803007086765,84.79975457471922,4.426919981574222
230.91097,6.0813222,0.04319374,1.225365e-05,-484.57333385720983,3.520489369852519,101.088973527328,5.277288820814227
232.24515,7.416709,0.0427192,2.012061e-05,-620.7259564654246,5.780677073357594,107.372394046272,5.605310994786877
230.2239530661368,5.466024597338866,0.0422268563432725,7.935517246384687e-06,-761.9867144372861,2.279884288369475,135.19148906528352,7.057590051803025
228.775384329262,6.162595469625342,0.0465861019409831,7.095037363781003e-06,488.7460388008183,2.0384133395271986,136.72581811488533,7.137688773338913
228.5174197579003,6.511863741750274,0.0441864529170559,8.726022579819102e-06,-199.74915221981198,2.506997485104128,136.25948415689425,7.113344090655919
228.7344827458157,6.50238419026895,0.0456535186719437,1.687031232899899e-05,221.1739524008176,4.846862381440046,125.78006166024606,6.566272167176549
228.5993906744105,6.59529137743958,0.0452431329671898,3.255789258411697e-06,103.42815650760785,0.9353924320278768,129.47829128843804,6.759336011754863
228.8135073657902,6.659838656665274,0.046176918040576,4.724369217139389e-06,371.3450585473404,1.3573173387682596,116.5966516516378,6.086857793043246
